bioguideId,session,billid,policy_area,billtype,billoutcome,last_name,first_name,party,state_name,state,chamber,state_name_2,total_session,total_state,proportion
A000360,113,2193,Animals,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3067,34,0.011085751548744702
A000360,113,2321,Commerce,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3067,34,0.011085751548744702
A000360,113,2383,Health,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3067,34,0.011085751548744702
A000360,113,252,Health,S,Became Law,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3067,34,0.011085751548744702
A000360,113,2587,Animals,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3067,34,0.011085751548744702
A000360,113,2814,Labor and Employment,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3067,34,0.011085751548744702
A000360,113,421,Water Resources Development,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3067,34,0.011085751548744702
A000360,113,733,Energy,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3067,34,0.011085751548744702
A000360,113,850,Labor and Employment,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3067,34,0.011085751548744702
A000360,113,982,Water Resources Development,S,Became Law,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3067,34,0.011085751548744702
A000360,114,1047,Energy,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,1048,Energy,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,108,Education,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,1124,Labor and Employment,S,Became Law,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,1161,Animals,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,1177,Education,S,Became Law,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,1398,Energy,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,1483,Public Lands and Natural Resources,S,Ordered Reported,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,1893,Health,S,Passed in the Senate,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,192,Health,S,Became Law,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,1943,Public Lands and Natural Resources,S,Ordered Reported,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,2015,Labor and Employment,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,227,Education,S,Passed in the Senate,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,2511,Health,S,Ordered Reported,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,2680,Health,S,Ordered Reported,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,2686,Labor and Employment,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,2693,Labor and Employment,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,2700,Health,S,Ordered Reported,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,2713,Health,S,Ordered Reported,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,2742,Health,S,Ordered Reported,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,2804,Economics and Public Finance,S,Ordered Reported,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,288,Labor and Employment,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,3169,Energy,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,3326,Health,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,3383,Government Operations and Politics,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,3464,Labor and Employment,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,454,Energy,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,620,Health,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,755,Public Lands and Natural Resources,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,854,Energy,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,856,Education,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,933,Labor and Employment,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,34,Labor and Employment,SJRES,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,37,Government Operations and Politics,SJRES,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,38,Government Operations and Politics,SJRES,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,114,8,Labor and Employment,SJRES,Vetoed,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,3589,50,0.013931457230426303
A000360,115,100,Public Lands and Natural Resources,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000360,115,1350,Labor and Employment,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000360,115,1450,Transportation and Public Works,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000360,115,1472,Public Lands and Natural Resources,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000360,115,1609,Economics and Public Finance,S,Ordered Reported,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000360,115,1866,Education,S,Became Law,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000360,115,60,Government Operations and Politics,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000360,115,761,Taxation,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000360,115,934,Health,S,Ordered Reported,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000360,115,973,Public Lands and Natural Resources,S,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000360,115,99,Public Lands and Natural Resources,S,Ordered Reported,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000360,115,25,Education,SJRES,nothing,Alexander,Lamar,Republican,Tennessee,TN,Senate,tennessee,2113,19,0.008991954566966399
A000368,113,1406,Animals,S,Ordered Reported,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,1456,International Affairs,S,Passed in the Senate,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,1553,Transportation and Public Works,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,1764,Armed Forces and National Security,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,1766,"Science, Technology, Communications",S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,18,Economics and Public Finance,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,184,Economics and Public Finance,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,185,Economics and Public Finance,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,1869,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,1891,Transportation and Public Works,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,1893,Transportation and Public Works,S,Ordered Reported,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,1977,Armed Forces and National Security,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,221,Public Lands and Natural Resources,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,2263,Government Operations and Politics,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,2355,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,2377,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,2504,Health,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,2545,Armed Forces and National Security,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,2555,International Affairs,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,2605,Health,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,263,Economics and Public Finance,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,273,Labor and Employment,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,2846,International Affairs,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,2881,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,2912,Taxation,S,Passed in the Senate,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,30,Government Operations and Politics,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,3014,Armed Forces and National Security,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,31,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,675,Government Operations and Politics,S,Ordered Reported,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,680,Armed Forces and National Security,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,113,862,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3067,85,0.027714378871861754
A000368,114,1121,Animals,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,1134,Health,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,1273,Transportation and Public Works,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,1438,Health,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,1559,Crime and Law Enforcement,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,165,Armed Forces and National Security,S,Ordered Reported,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,1809,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,1915,Health,S,Became Law,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2001,Labor and Employment,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2027,Crime and Law Enforcement,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2047,Public Lands and Natural Resources,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,206,Transportation and Public Works,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2070,Labor and Employment,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2099,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2226,Health,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2429,International Affairs,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2576,Crime and Law Enforcement,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2725,International Affairs,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2746,International Affairs,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2749,Armed Forces and National Security,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2773,Labor and Employment,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,279,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2879,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2890,Finance and Financial Sector,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,2941,Health,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,322,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,3242,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,3299,Emergency Management,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,3448,Armed Forces and National Security,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,352,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,382,Economics and Public Finance,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,426,Commerce,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,627,Armed Forces and National Security,S,Ordered Reported,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,711,Health,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,734,"Science, Technology, Communications",S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,742,Government Operations and Politics,S,Ordered Reported,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,803,Labor and Employment,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,951,Taxation,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
A000368,114,952,Foreign Trade and International Finance,S,nothing,Ayotte,Kelly,Republican,New Hampshire,NH,Senate,new hampshire,3589,106,0.029534689328503762
B000243,113,1096,Education,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,1169,Public Lands and Natural Resources,S,Ordered Reported,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,1331,Foreign Trade and International Finance,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,1357,Foreign Trade and International Finance,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,140,Taxation,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,141,Agriculture and Food,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,1870,Social Welfare,S,Ordered Reported,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,1871,Health,S,Ordered Reported,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,1876,Social Welfare,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,1877,Social Welfare,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,1878,Social Welfare,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,1900,Foreign Trade and International Finance,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,1965,Water Resources Development,S,Ordered Reported,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,1997,Water Resources Development,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,2000,Health,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,255,Public Lands and Natural Resources,S,Ordered Reported,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,338,Public Lands and Natural Resources,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,364,Public Lands and Natural Resources,S,Ordered Reported,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,389,Armed Forces and National Security,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,391,Taxation,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,434,Native Americans,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,526,Taxation,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,662,Foreign Trade and International Finance,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,715,Water Resources Development,S,Ordered Reported,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,784,Agriculture and Food,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,789,Armed Forces and National Security,S,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000243,113,5,Government Operations and Politics,SJRES,nothing,Baucus,Max,Democratic,Montana,MT,Senate,montana,3067,105,0.034235409194652754
B000575,113,1012,Health,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,1319,Environmental Protection,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,1377,Government Operations and Politics,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,1378,Government Operations and Politics,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,1537,Transportation and Public Works,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,1756,Health,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,1862,"Arts, Culture, Religion",S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,188,Labor and Employment,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,1921,Government Operations and Politics,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,2006,Energy,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,2118,Government Operations and Politics,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,2190,Taxation,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,2276,Armed Forces and National Security,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,2714,Finance and Financial Sector,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,653,International Affairs,S,Became Law,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,724,Government Operations and Politics,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,931,Health,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,113,961,Health,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3067,46,0.014998369742419302
B000575,114,1067,Government Operations and Politics,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,11,Government Operations and Politics,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,1182,"Science, Technology, Communications",S,Ordered Reported,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,1192,Health,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,12,Taxation,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,1370,Transportation and Public Works,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,1385,Crime and Law Enforcement,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,1524,Commerce,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,1643,International Affairs,S,Ordered Reported,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,1695,Economics and Public Finance,S,Ordered Reported,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,2137,Armed Forces and National Security,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,2162,Congress,S,Became Law,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,2166,Social Welfare,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
B000575,114,2217,Health,S,nothing,Blunt,Roy,Republican,Missouri,MO,Senate,missouri,3589,55,0.015324602953468934
